"","date","StationNo","HomeTeam","AwayTeam","Season","Round","Description","Rainfall","RainfallBand"
"2043","24/08/2012",86038,"Richmond","Essendon",2012,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2095","25/08/2012",86038,"St Kilda","GW Sydney",2012,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"518","25/08/2012",23034,"Port Adelaide","Brisbane Lions",2012,"22","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1067","25/08/2012",66062,"Sydney","Hawthorn",2012,"22","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"776","25/08/2012",40764,"Gold Coast","Carlton",2012,"22","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"211","25/08/2012",9225,"West Coast","Collingwood",2012,"22","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2801","26/08/2012",87184,"Geelong","Western Bulldogs",2012,"22","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"2143","26/08/2012",86038,"North Melbourne","Fremantle",2012,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2144","26/08/2012",86038,"Melbourne","Adelaide",2012,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2442","31/08/2012",86038,"Hawthorn","West Coast",2012,"23","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2742","1/09/2012",87184,"Geelong","Sydney",2012,"23","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"381","1/09/2012",23034,"Adelaide","Gold Coast",2012,"23","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1127","1/09/2012",66212,"GW Sydney","North Melbourne",2012,"23","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"1312","1/09/2012",86038,"Essendon","Collingwood",2012,"23","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"12","1/09/2012",9225,"Fremantle","Melbourne",2012,"23","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1814","2/09/2012",86038,"Carlton","St Kilda",2012,"23","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1815","2/09/2012",86038,"Richmond","Port Adelaide",2012,"23","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"884","2/09/2012",40913,"Brisbane Lions","Western Bulldogs",2012,"23","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"2632","7/09/2012",86038,"Hawthorn","Collingwood",2012,"qf","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"623","8/09/2012",23034,"Sydney","Adelaide",2012,"qf","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2679","8/09/2012",86038,"Fremantle","Geelong",2012,"ef","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"351","9/09/2012",9225,"West Coast","North Melbourne",2012,"ef","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"428","14/09/2012",23034,"Adelaide","Fremantle",2012,"sf","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1591","15/09/2012",86038,"Collingwood","West Coast",2012,"sf","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1165","21/09/2012",66212,"Sydney","Collingwood",2012,"pf","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"1948","22/09/2012",86038,"Hawthorn","Adelaide",2012,"pf","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2297","29/09/2012",86038,"Sydney","Hawthorn",2012,"gf","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"493","22/03/2013",23034,"Adelaide","Essendon",2013,"1","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"171","23/03/2013",9225,"Fremantle","West Coast",2013,"1","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2206","28/03/2013",86038,"Carlton","Richmond",2013,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2361","30/03/2013",86038,"Western Bulldogs","Brisbane Lions",2013,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1198","30/03/2013",66212,"GW Sydney","Sydney",2013,"1","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"790","30/03/2013",40764,"Gold Coast","St Kilda",2013,"1","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"2417","31/03/2013",86038,"Melbourne","Port Adelaide",2013,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2416","31/03/2013",86038,"North Melbourne","Collingwood",2013,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1269","1/04/2013",86038,"Hawthorn","Geelong",2013,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2502","5/04/2013",86038,"St Kilda","Richmond",2013,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1101","6/04/2013",66062,"Sydney","Gold Coast",2013,"2","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"2545","6/04/2013",86038,"Western Bulldogs","Fremantle",2013,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"971","6/04/2013",40913,"Brisbane Lions","Adelaide",2013,"2","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"2546","6/04/2013",86038,"Essendon","Melbourne",2013,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"598","6/04/2013",23034,"Port Adelaide","GW Sydney",2013,"2","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2595","7/04/2013",86038,"Geelong","North Melbourne",2013,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2596","7/04/2013",86038,"Collingwood","Carlton",2013,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"321","7/04/2013",9225,"West Coast","Hawthorn",2013,"2","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"36","12/04/2013",9225,"Fremantle","Essendon",2013,"3","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2913","13/04/2013",94029,"North Melbourne","Sydney",2013,"3","  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y",NA,"No Rainfall Data Available"
"1459","13/04/2013",86038,"Melbourne","West Coast",2013,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1229","13/04/2013",70351,"GW Sydney","St Kilda",2013,"3","  70351 CANBERRA AIRPORT                         -35.3088  149.2004 Sep 2008 Apr 2017    8.7   98   Y",NA,"No Rainfall Data Available"
"1458","13/04/2013",86038,"Geelong","Carlton",2013,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"739","13/04/2013",40764,"Gold Coast","Brisbane Lions",2013,"3","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"1509","14/04/2013",86038,"Richmond","Western Bulldogs",2013,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1510","14/04/2013",86038,"Collingwood","Hawthorn",2013,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"417","14/04/2013",23034,"Port Adelaide","Adelaide",2013,"3","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1033","19/04/2013",66062,"Sydney","Geelong",2013,"4","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"2875","20/04/2013",91237,"Hawthorn","Fremantle",2013,"4","  91237 LAUNCESTON (TI TREE BEND)                -41.4194  147.1219 May 1980 Apr 2017   37.0  100   Y",NA,"No Rainfall Data Available"
"1823","20/04/2013",86038,"Richmond","Collingwood",2013,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1822","20/04/2013",86038,"St Kilda","Essendon",2013,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"142","20/04/2013",9225,"West Coast","Carlton",2013,"4","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"759","20/04/2013",40764,"Gold Coast","Port Adelaide",2013,"4","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"1870","21/04/2013",86038,"Melbourne","GW Sydney",2013,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"482","21/04/2013",23034,"Adelaide","Western Bulldogs",2013,"4","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1869","21/04/2013",86038,"North Melbourne","Brisbane Lions",2013,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2066","25/04/2013",86038,"Essendon","Collingwood",2013,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1","25/04/2013",0,"St Kilda","Sydney",2013,"5","#N/A",NA,"No Rainfall Data Available"
"215","26/04/2013",9225,"Fremantle","Richmond",2013,"5","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1245","27/04/2013",70351,"GW Sydney","Gold Coast",2013,"5","  70351 CANBERRA AIRPORT                         -35.3088  149.2004 Sep 2008 Apr 2017    8.7   98   Y",NA,"No Rainfall Data Available"
"2160","27/04/2013",86038,"Carlton","Adelaide",2013,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2159","27/04/2013",86038,"Western Bulldogs","Geelong",2013,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"527","27/04/2013",23034,"Port Adelaide","West Coast",2013,"5","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"932","28/04/2013",40913,"Brisbane Lions","Melbourne",2013,"5","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"2214","28/04/2013",86038,"Hawthorn","North Melbourne",2013,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2316","3/05/2013",86038,"Collingwood","St Kilda",2013,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2462","4/05/2013",86038,"Essendon","GW Sydney",2013,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2919","4/05/2013",94029,"North Melbourne","Port Adelaide",2013,"6","  94029 HOBART (ELLERSLIE ROAD)                  -42.8897  147.3278 Jun 1893 Apr 2017  123.8  100   Y",NA,"No Rainfall Data Available"
"580","4/05/2013",23034,"Adelaide","Hawthorn",2013,"6","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"795","4/05/2013",40764,"Gold Coast","Fremantle",2013,"6","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"2463","4/05/2013",86038,"Richmond","Geelong",2013,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1097","5/05/2013",66062,"Sydney","Brisbane Lions",2013,"6","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"2511","5/05/2013",86038,"Carlton","Melbourne",2013,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"303","5/05/2013",9225,"West Coast","Western Bulldogs",2013,"6","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1329","10/05/2013",86038,"Geelong","Essendon",2013,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"393","11/05/2013",23034,"Port Adelaide","Richmond",2013,"7","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"828","11/05/2013",40913,"Brisbane Lions","West Coast",2013,"7","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1376","11/05/2013",86038,"Western Bulldogs","North Melbourne",2013,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"27","11/05/2013",9225,"Fremantle","Collingwood",2013,"7","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1377","11/05/2013",86038,"Hawthorn","Sydney",2013,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1133","12/05/2013",66212,"GW Sydney","Adelaide",2013,"7","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"1420","12/05/2013",86038,"Melbourne","Gold Coast",2013,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1467","13/05/2013",86038,"St Kilda","Carlton",2013,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"96","17/05/2013",9225,"West Coast","North Melbourne",2013,"8","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1697","18/05/2013",86038,"Essendon","Brisbane Lions",2013,"8","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2867","18/05/2013",91237,"Hawthorn","GW Sydney",2013,"8","  91237 LAUNCESTON (TI TREE BEND)                -41.4194  147.1219 May 1980 Apr 2017   37.0  100   Y",NA,"No Rainfall Data Available"
"751","18/05/2013",40764,"Gold Coast","Western Bulldogs",2013,"8","  40764 GOLD COAST SEAWAY                        -27.9390  153.4283 Jul 1994 Apr 2017   22.8   94   Y",NA,"No Rainfall Data Available"
"1698","18/05/2013",86038,"Collingwood","Geelong",2013,"8","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1031","18/05/2013",66062,"Sydney","Fremantle",2013,"8","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"1740","19/05/2013",86038,"Carlton","Port Adelaide",2013,"8","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1741","19/05/2013",86038,"Richmond","Melbourne",2013,"8","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"459","19/05/2013",23034,"Adelaide","St Kilda",2013,"8","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
