Venue,HomeTeam,AwayTeam,League,HomeScore,AwayScore,HomeScoreDiff,HomeResult,Season,Round,time,attendance,date,TimeOfDay,SeasonSection,HomeState,AwayState,Interstate,HomeGroundStatus,GroundDescription,Description,StationNo,Year.y,Month,Day,Rainfall,Daily.global.solar.exposure..MJ.m.m.
M.C.G.,Hawthorn,Geelong,AFL,102,97,5,1,2013,pf,1950,85569,20/09/2013,Night,Finals,VIC,VIC,FALSE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2013,9,20,0.8,10.7
M.C.G.,Essendon,Carlton,AFL,103,79,24,1,2016,23,1410,46566,27/08/2016,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2016,8,27,0,12.3
M.C.G.,Melbourne,St Kilda,AFL,103,90,13,1,2006,10,1410,41665,4/06/2006,Day,Regular Season,VIC,VIC,FALSE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Essendon,Richmond,AFL,130,95,35,1,2010,9,1945,64709,22/05/2010,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,North Melbourne,AFL,102,67,35,1,2006,11,1410,42841,10/06/2006,Day,Regular Season,VIC,VIC,FALSE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Collingwood,Port Adelaide,AFL,62,93,-31,0,2017,14,1345,35933,24/06/2017,Day,Regular Season,VIC,SA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2017,6,24,3.8,8.8
M.C.G.,Melbourne,Sydney,AFL,84,84,0,0,2011,1,1410,33951,27/03/2011,Day,Regular Season,VIC,NSW,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Melbourne,Hawthorn,AFL,49,115,-66,0,2012,7,1950,36430,11/05/2012,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Essendon,Carlton,AFL,77,72,5,1,2013,11,1950,82639,7/06/2013,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2013,6,7,16,5.3
M.C.G.,Melbourne,Richmond,AFL,110,117,-7,0,2011,22,1640,36321,21/08/2011,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Fremantle,AFL,71,81,-10,0,2004,12,1410,18666,13/06/2004,Day,Regular Season,VIC,WA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Western Bulldogs,AFL,100,132,-32,0,2007,4,1940,36821,20/04/2007,Night,Regular Season,VIC,VIC,FALSE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Essendon,AFL,102,57,45,1,2012,22,1950,47590,24/08/2012,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Gold Coast,AFL,138,55,83,1,2015,20,1310,38508,16/08/2015,Day,One Team Out Of Finals Contention,VIC,QLD,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2015,8,16,0,10.5
M.C.G.,Carlton,Adelaide,AFL,77,89,-12,0,2017,15,1410,33433,1/07/2017,Day,Regular Season,VIC,SA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2017,7,1,0.2,9.4
M.C.G.,Richmond,Adelaide,AFL,110,72,38,1,2013,12,1340,43615,15/06/2013,Day,Regular Season,VIC,SA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2013,6,15,0,5.6
M.C.G.,Melbourne,Collingwood,AFL,95,116,-21,0,2008,11,1410,59548,9/06/2008,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Collingwood,Richmond,AFL,56,147,-91,0,2015,21,1345,63178,22/08/2015,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2015,8,22,0,11.6
M.C.G.,Essendon,Melbourne,AFL,69,95,-26,0,2004,13,1410,47314,20/06/2004,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Hawthorn,Port Adelaide,AFL,85,115,-30,0,2009,4,1410,33274,18/04/2009,Day,Regular Season,VIC,SA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Melbourne,Adelaide,AFL,81,150,-69,0,2012,22,1640,18450,26/08/2012,Day,One Team Out Of Finals Contention,VIC,SA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Melbourne,Port Adelaide,AFL,120,82,38,1,2006,13,1410,24283,1/07/2006,Day,Regular Season,VIC,SA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Hawthorn,Melbourne,AFL,82,64,18,1,2016,11,1345,41833,4/06/2016,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2016,6,4,6,4.1
M.C.G.,Collingwood,Hawthorn,AFL,140,75,65,1,2004,14,1410,44329,3/07/2004,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Hawthorn,Western Bulldogs,AFL,93,110,-17,0,2007,5,1310,31982,29/04/2007,Day,Regular Season,VIC,VIC,FALSE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Collingwood,AFL,92,45,47,1,2006,13,1410,63016,2/07/2006,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Collingwood,AFL,99,80,19,1,2017,2,1920,58236,30/03/2017,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2017,3,30,4.2,11.8
M.C.G.,Richmond,West Coast,AFL,126,77,49,1,2010,12,1310,30870,13/06/2010,Day,Regular Season,VIC,WA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Carlton,Melbourne,AFL,82,90,-8,0,2017,16,1520,47266,9/07/2017,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2017,7,9,0.2,8.1
M.C.G.,Hawthorn,West Coast,AFL,104,114,-10,0,2006,14,1410,21989,8/07/2006,Day,Regular Season,VIC,WA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Carlton,AFL,151,66,85,1,2005,7,1410,52234,7/05/2005,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Essendon,AFL,77,155,-78,0,2004,15,1410,48286,10/07/2004,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Carlton,Melbourne,AFL,107,49,58,1,2012,9,1515,28371,27/05/2012,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Hawthorn,West Coast,AFL,126,69,57,1,2008,14,1940,29138,27/06/2008,Night,Regular Season,VIC,WA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Western Bulldogs,North Melbourne,AFL,82,94,-12,0,2006,14,1410,28173,9/07/2006,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Melbourne,St Kilda,AFL,146,89,57,1,2004,15,1410,54409,11/07/2004,Day,Regular Season,VIC,VIC,FALSE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Essendon,St Kilda,AFL,71,74,-3,0,2006,15,1410,33082,15/07/2006,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Melbourne,Brisbane Lions,AFL,93,92,1,1,2008,14,1310,23278,29/06/2008,Day,One Team Out Of Finals Contention,VIC,QLD,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Hawthorn,Carlton,AFL,113,56,57,1,2015,23,1640,33182,5/09/2015,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2015,9,5,0,10.8
M.C.G.,Richmond,GW Sydney,AFL,89,62,27,1,2014,19,1640,23095,2/08/2014,Day,One Team Out Of Finals Contention,VIC,NSW,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2014,8,2,6.4,10.6
M.C.G.,Collingwood,Brisbane Lions,AFL,73,109,-36,0,2004,16,1910,34326,17/07/2004,Night,Regular Season,VIC,QLD,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Brisbane Lions,AFL,124,98,26,1,2011,6,1910,37438,30/04/2011,Night,Regular Season,VIC,QLD,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Hawthorn,Essendon,AFL,99,116,-17,0,2009,22,1410,77278,29/08/2009,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Brisbane Lions,AFL,71,97,-26,0,2009,7,1410,34646,9/05/2009,Day,Regular Season,VIC,QLD,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Hawthorn,Port Adelaide,AFL,53,105,-52,0,2004,16,1410,11682,18/07/2004,Day,One Team Out Of Finals Contention,VIC,SA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Sydney,AFL,89,85,4,1,2010,14,1410,39386,4/07/2010,Day,Regular Season,VIC,NSW,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,North Melbourne,Hawthorn,AFL,143,63,80,1,2004,17,1410,20018,24/07/2004,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,-1,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Geelong,Hawthorn,AFL,106,87,19,1,2014,5,1520,80222,21/04/2014,Day,Regular Season,VIC,VIC,FALSE,-1,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2014,4,21,0,9.7
M.C.G.,St Kilda,Richmond,AFL,82,99,-17,0,2013,2,1950,56783,5/04/2013,Night,Regular Season,VIC,VIC,FALSE,-1,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2013,4,5,0,16.2
M.C.G.,Collingwood,Carlton,AFL,156,112,44,1,2006,21,1410,57719,27/08/2006,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Essendon,AFL,108,104,4,1,2008,16,1410,56746,19/07/2008,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Collingwood,Hawthorn,AFL,113,68,45,1,2006,17,1940,54306,28/07/2006,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Melbourne,AFL,70,126,-56,0,2004,17,1410,25211,25/07/2004,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Melbourne,Essendon,AFL,122,103,19,1,2010,15,1410,49203,11/07/2010,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Hawthorn,Collingwood,AFL,80,108,-28,0,2005,10,1410,49927,28/05/2005,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Collingwood,Richmond,AFL,103,98,5,1,2004,18,1410,39933,31/07/2004,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Collingwood,St Kilda,AFL,100,52,48,1,2010,16,1410,81386,17/07/2010,Day,Regular Season,VIC,VIC,FALSE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Hawthorn,Geelong,AFL,77,88,-11,0,2008,17,1940,86179,25/07/2008,Night,Regular Season,VIC,VIC,FALSE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Melbourne,Western Bulldogs,AFL,119,68,51,1,2006,17,1410,36466,30/07/2006,Day,Regular Season,VIC,VIC,FALSE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Melbourne,Hawthorn,AFL,107,63,44,1,2004,18,1410,28392,1/08/2004,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Geelong,Hawthorn,AFL,116,86,30,1,2016,1,1520,74218,28/03/2016,Day,Regular Season,VIC,VIC,FALSE,-1,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2016,3,28,0,12.2
M.C.G.,Richmond,Western Bulldogs,AFL,78,100,-22,0,2006,18,1410,36339,5/08/2006,Day,Regular Season,VIC,VIC,FALSE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Collingwood,Fremantle,AFL,107,78,29,1,2012,14,1345,44891,30/06/2012,Day,Regular Season,VIC,WA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Essendon,Carlton,AFL,57,74,-17,0,2004,19,1410,45083,7/08/2004,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Collingwood,Richmond,AFL,127,45,82,1,2010,17,1410,66727,24/07/2010,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Collingwood,Hawthorn,AFL,62,116,-54,0,2008,18,1940,58307,1/08/2008,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Collingwood,Melbourne,AFL,86,85,1,1,2010,2,1410,50421,3/04/2010,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Geelong,Hawthorn,AFL,98,67,31,1,2011,qf,1945,73601,9/09/2011,Night,Finals,VIC,VIC,FALSE,-1,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Melbourne,Sydney,AFL,63,95,-32,0,2006,19,1410,43794,12/08/2006,Day,Regular Season,VIC,NSW,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Essendon,Collingwood,AFL,121,87,34,1,2004,20,1940,52983,13/08/2004,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Collingwood,Carlton,AFL,62,85,-23,0,2012,15,1950,75890,6/07/2012,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Hawthorn,Brisbane Lions,AFL,43,66,-23,0,2004,20,1410,17159,14/08/2004,Day,One Team Out Of Finals Contention,VIC,QLD,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Collingwood,Port Adelaide,AFL,114,76,38,1,2009,10,1640,34793,31/05/2009,Day,Regular Season,VIC,SA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Hawthorn,Carlton,AFL,113,90,23,1,2006,19,1410,36817,13/08/2006,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Melbourne,Geelong,AFL,41,157,-116,0,2008,19,1905,34610,8/08/2008,Night,One Team Out Of Finals Contention,VIC,VIC,FALSE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Essendon,Collingwood,AFL,121,75,46,1,2013,5,1440,93373,25/04/2013,Day,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2013,4,25,3.4,11.2
M.C.G.,Richmond,Carlton,AFL,92,84,8,1,2006,5,1940,54815,28/04/2006,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Collingwood,Port Adelaide,AFL,70,107,-37,0,2004,21,1940,27226,20/08/2004,Night,One Team Out Of Finals Contention,VIC,SA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Hawthorn,Sydney,AFL,86,75,11,1,2009,11,1410,44464,7/06/2009,Day,Regular Season,VIC,NSW,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Essendon,Carlton,AFL,73,149,-76,0,2010,19,1940,57095,6/08/2010,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Melbourne,AFL,124,75,49,1,2007,12,1940,46161,22/06/2007,Night,Regular Season,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Brisbane Lions,AFL,97,74,23,1,2013,20,1345,46961,10/08/2013,Day,Regular Season,VIC,QLD,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2013,8,10,0,11.4
M.C.G.,North Melbourne,Essendon,AFL,93,81,12,1,2014,ef,1915,78561,6/09/2014,Night,Finals,VIC,VIC,FALSE,-1,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,2014,9,6,0,16
M.C.G.,Hawthorn,Richmond,AFL,109,86,23,1,2004,21,1410,27007,22/08/2004,Day,One Team Out Of Finals Contention,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Melbourne,West Coast,AFL,79,45,34,1,2008,20,1410,17958,16/08/2008,Day,One Team Out Of Finals Contention,VIC,WA,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Collingwood,Carlton,AFL,107,108,-1,0,2004,22,1940,60898,27/08/2004,Night,One Team Out Of Finals Contention,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Richmond,Sydney,AFL,44,108,-64,0,2004,22,1410,29777,28/08/2004,Day,One Team Out Of Finals Contention,VIC,NSW,TRUE,1,M.C.G.,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
M.C.G.,Essendon,Collingwood,AFL,64,162,-98,0,2010,20,1940,59277,13/08/2010,Night,One Team Out Of Finals Contention,VIC,VIC,FALSE,0,Both Teams Home Or Opposite,  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y,86038,NA,NA,NA,NA,NA
